name,age,preferences,movie,genre,director,rating
Megan,60,"comedy, fantasy",Superbad,comedy,Greg Mottola,5
Megan,60,"comedy, fantasy",Superbad,comedy,Greg Mottola,3
Megan,60,"comedy, fantasy",Joker,crime,Todd Phillips,1
Megan,60,"comedy, fantasy",Joker,crime,Todd Phillips,4
Megan,60,"comedy, fantasy",John Wick,action,Chad Stahelski,3
Ivan,47,"horror, animation",John Wick,action,Chad Stahelski,1
Ivan,47,"horror, animation",Mad Max: Fury Road,action,George Miller,5
Ivan,47,"horror, animation",Gladiator,action,Ridley Scott,3
Ivan,47,"horror, animation",Inception,sci-fi,Christopher Nolan,3
Ivan,47,"horror, animation",Toy Story,animation,John Lasseter,5
Ivan,47,"horror, animation",Alien,horror,Ridley Scott,2
Steven,37,"thriller, fantasy",Interstellar,sci-fi,Christopher Nolan,5
Steven,37,"thriller, fantasy",Joker,crime,Todd Phillips,2
Steven,37,"thriller, fantasy",Get Out,horror,Jordan Peele,2
Steven,37,"thriller, fantasy",Mad Max: Fury Road,action,George Miller,1
Lawrence,58,"thriller, horror",Interstellar,sci-fi,Christopher Nolan,4
Lawrence,58,"thriller, horror",Shrek,animation,Andrew Adamson,2
Lawrence,58,"thriller, horror",Forrest Gump,drama,Robert Zemeckis,3
Nicole,33,"crime, drama",Shrek,animation,Andrew Adamson,2
Nicole,33,"crime, drama",Joker,crime,Todd Phillips,4
Nicole,33,"crime, drama",Parasite,drama,Bong Joon-ho,1
Nicole,33,"crime, drama",Gladiator,action,Ridley Scott,5
Nicole,33,"crime, drama",Inception,sci-fi,Christopher Nolan,4
Steven,48,"sci-fi, crime",The Dark Knight,action,Christopher Nolan,4
Steven,48,"sci-fi, crime",The Notebook,romance,Nick Cassavetes,4
Steven,48,"sci-fi, crime",The Notebook,romance,Nick Cassavetes,2
Steven,48,"sci-fi, crime",Pulp Fiction,crime,Quentin Tarantino,1
Steven,48,"sci-fi, crime",Finding Nemo,animation,Andrew Stanton,2
Steven,48,"sci-fi, crime",Toy Story,animation,John Lasseter,5
Steven,48,"sci-fi, crime",Joker,crime,Todd Phillips,1
Katie,65,"romance, action",Pulp Fiction,crime,Quentin Tarantino,2
Katie,65,"romance, action",Superbad,comedy,Greg Mottola,4
Katie,65,"romance, action",Parasite,drama,Bong Joon-ho,1
Katie,65,"romance, action",Mad Max: Fury Road,action,George Miller,1
Katie,65,"romance, action",Get Out,horror,Jordan Peele,5
Katie,65,"romance, action",Alien,horror,Ridley Scott,3
Katie,65,"romance, action",Get Out,horror,Jordan Peele,4
Jenna,38,"comedy, thriller",Shrek,animation,Andrew Adamson,3
Jenna,38,"comedy, thriller",Inception,sci-fi,Christopher Nolan,4
Jenna,38,"comedy, thriller",The Dark Knight,action,Christopher Nolan,2
Jenna,38,"comedy, thriller",Inception,sci-fi,Christopher Nolan,2
Jenna,38,"comedy, thriller",Toy Story,animation,John Lasseter,1
Jorge,62,"horror, thriller",Titanic,romance,James Cameron,5
Jorge,62,"horror, thriller",Finding Nemo,animation,Andrew Stanton,3
Jorge,62,"horror, thriller",Alien,horror,Ridley Scott,4
Jorge,62,"horror, thriller",Inception,sci-fi,Christopher Nolan,2
Jorge,62,"horror, thriller",Alien,horror,Ridley Scott,1
Gary,38,"romance, drama",Parasite,drama,Bong Joon-ho,3
Gary,38,"romance, drama",Forrest Gump,drama,Robert Zemeckis,5
Gary,38,"romance, drama",Gladiator,action,Ridley Scott,4
Gary,38,"romance, drama",Se7en,thriller,David Fincher,3
Craig,23,"drama, action",The Notebook,romance,Nick Cassavetes,4
Craig,23,"drama, action",The Dark Knight,action,Christopher Nolan,1
Craig,23,"drama, action",The Notebook,romance,Nick Cassavetes,5
Craig,23,"drama, action",Toy Story,animation,John Lasseter,3
Craig,23,"drama, action",Titanic,romance,James Cameron,3
Elizabeth,40,"fantasy, animation",Alien,horror,Ridley Scott,5
Elizabeth,40,"fantasy, animation",Shrek,animation,Andrew Adamson,1
Elizabeth,40,"fantasy, animation",Gladiator,action,Ridley Scott,2
Elizabeth,40,"fantasy, animation",Interstellar,sci-fi,Christopher Nolan,1
Elizabeth,40,"fantasy, animation",Pulp Fiction,crime,Quentin Tarantino,2
Elizabeth,40,"fantasy, animation",Interstellar,sci-fi,Christopher Nolan,1
Elizabeth,40,"fantasy, animation",Get Out,horror,Jordan Peele,5
Cynthia,36,"action, drama",Finding Nemo,animation,Andrew Stanton,4
Cynthia,36,"action, drama",Superbad,comedy,Greg Mottola,3
Cynthia,36,"action, drama",Mad Max: Fury Road,action,George Miller,4
Cynthia,36,"action, drama",The Matrix,sci-fi,The Wachowskis,3
Cynthia,36,"action, drama",Parasite,drama,Bong Joon-ho,3
Cynthia,36,"action, drama",John Wick,action,Chad Stahelski,2
Cynthia,36,"action, drama",Superbad,comedy,Greg Mottola,5
Cynthia,36,"action, drama",Forrest Gump,drama,Robert Zemeckis,3
Eric,58,"thriller, action",Pulp Fiction,crime,Quentin Tarantino,5
Eric,58,"thriller, action",John Wick,action,Chad Stahelski,3
Eric,58,"thriller, action",Titanic,romance,James Cameron,1
Eric,58,"thriller, action",Forrest Gump,drama,Robert Zemeckis,2
Eric,58,"thriller, action",The Notebook,romance,Nick Cassavetes,5
Eric,58,"thriller, action",Titanic,romance,James Cameron,5
Eric,58,"thriller, action",The Dark Knight,action,Christopher Nolan,2
Eric,58,"thriller, action",Inception,sci-fi,Christopher Nolan,1
Charles,18,"sci-fi, thriller",The Dark Knight,action,Christopher Nolan,3
Charles,18,"sci-fi, thriller",Inception,sci-fi,Christopher Nolan,2
Charles,18,"sci-fi, thriller",Gladiator,action,Ridley Scott,3
Charles,18,"sci-fi, thriller",The Matrix,sci-fi,The Wachowskis,2
Jill,45,"drama, action",Finding Nemo,animation,Andrew Stanton,5
Jill,45,"drama, action",Pulp Fiction,crime,Quentin Tarantino,3
Jill,45,"drama, action",Pulp Fiction,crime,Quentin Tarantino,1
Jill,45,"drama, action",Interstellar,sci-fi,Christopher Nolan,4
Jill,45,"drama, action",Forrest Gump,drama,Robert Zemeckis,5
Jill,45,"drama, action",Parasite,drama,Bong Joon-ho,5
Samantha,48,"action, thriller",Shrek,animation,Andrew Adamson,5
Samantha,48,"action, thriller",The Matrix,sci-fi,The Wachowskis,5
Samantha,48,"action, thriller",Interstellar,sci-fi,Christopher Nolan,3
James,43,"thriller, comedy",Titanic,romance,James Cameron,5
James,43,"thriller, comedy",Se7en,thriller,David Fincher,1
James,43,"thriller, comedy",Get Out,horror,Jordan Peele,1
Joshua,51,"thriller, action",Mad Max: Fury Road,action,George Miller,1
Joshua,51,"thriller, action",Finding Nemo,animation,Andrew Stanton,2
Joshua,51,"thriller, action",Pulp Fiction,crime,Quentin Tarantino,1
Joshua,51,"thriller, action",The Matrix,sci-fi,The Wachowskis,5
Joshua,51,"thriller, action",Joker,crime,Todd Phillips,3
Joshua,51,"thriller, action",Inception,sci-fi,Christopher Nolan,2
Katie,42,"animation, romance",Joker,crime,Todd Phillips,5
Katie,42,"animation, romance",Toy Story,animation,John Lasseter,2
Katie,42,"animation, romance",Gladiator,action,Ridley Scott,4
Katie,42,"animation, romance",Se7en,thriller,David Fincher,4
Katie,42,"animation, romance",Get Out,horror,Jordan Peele,2
Katie,42,"animation, romance",The Notebook,romance,Nick Cassavetes,1
Katie,42,"animation, romance",Forrest Gump,drama,Robert Zemeckis,1
Katie,42,"animation, romance",The Dark Knight,action,Christopher Nolan,2
Anna,24,"romance, animation",Gladiator,action,Ridley Scott,4
Anna,24,"romance, animation",Interstellar,sci-fi,Christopher Nolan,1
Anna,24,"romance, animation",Pulp Fiction,crime,Quentin Tarantino,4
Anna,24,"romance, animation",Finding Nemo,animation,Andrew Stanton,3
Anna,24,"romance, animation",Gladiator,action,Ridley Scott,2
Anna,24,"romance, animation",The Dark Knight,action,Christopher Nolan,2
Anna,24,"romance, animation",Pulp Fiction,crime,Quentin Tarantino,5
Anna,24,"romance, animation",Shrek,animation,Andrew Adamson,3
Michelle,25,"romance, drama",Mad Max: Fury Road,action,George Miller,4
Michelle,25,"romance, drama",Parasite,drama,Bong Joon-ho,2
Michelle,25,"romance, drama",Gladiator,action,Ridley Scott,3
Michelle,25,"romance, drama",Joker,crime,Todd Phillips,2
Michelle,25,"romance, drama",Gladiator,action,Ridley Scott,5
Michelle,25,"romance, drama",Superbad,comedy,Greg Mottola,2
Michelle,25,"romance, drama",The Matrix,sci-fi,The Wachowskis,2
Kevin,26,"fantasy, comedy",Joker,crime,Todd Phillips,2
Kevin,26,"fantasy, comedy",Joker,crime,Todd Phillips,2
Kevin,26,"fantasy, comedy",Pulp Fiction,crime,Quentin Tarantino,4
Kevin,26,"fantasy, comedy",The Dark Knight,action,Christopher Nolan,2
Kevin,26,"fantasy, comedy",The Matrix,sci-fi,The Wachowskis,5
Kevin,26,"fantasy, comedy",Superbad,comedy,Greg Mottola,5
Kristen,62,"horror, animation",Gladiator,action,Ridley Scott,5
Kristen,62,"horror, animation",The Dark Knight,action,Christopher Nolan,3
Kristen,62,"horror, animation",Interstellar,sci-fi,Christopher Nolan,4
Kristen,62,"horror, animation",Pulp Fiction,crime,Quentin Tarantino,2
Kristen,62,"horror, animation",Toy Story,animation,John Lasseter,2
Kristen,62,"horror, animation",Finding Nemo,animation,Andrew Stanton,3
Jennifer,28,"comedy, fantasy",Joker,crime,Todd Phillips,1
Jennifer,28,"comedy, fantasy",Se7en,thriller,David Fincher,3
Jennifer,28,"comedy, fantasy",Shrek,animation,Andrew Adamson,1
John,20,"crime, animation",The Notebook,romance,Nick Cassavetes,4
John,20,"crime, animation",Inception,sci-fi,Christopher Nolan,1
John,20,"crime, animation",Shrek,animation,Andrew Adamson,5
John,20,"crime, animation",Parasite,drama,Bong Joon-ho,2
John,20,"crime, animation",John Wick,action,Chad Stahelski,3
John,20,"crime, animation",Superbad,comedy,Greg Mottola,2
Terri,58,"action, fantasy",Inception,sci-fi,Christopher Nolan,3
Terri,58,"action, fantasy",Forrest Gump,drama,Robert Zemeckis,5
Terri,58,"action, fantasy",Superbad,comedy,Greg Mottola,2
Terri,58,"action, fantasy",The Notebook,romance,Nick Cassavetes,1
Terri,58,"action, fantasy",Mad Max: Fury Road,action,George Miller,2
Alyssa,62,"comedy, drama",The Matrix,sci-fi,The Wachowskis,3
Alyssa,62,"comedy, drama",Pulp Fiction,crime,Quentin Tarantino,5
Alyssa,62,"comedy, drama",Gladiator,action,Ridley Scott,4
Alyssa,62,"comedy, drama",The Dark Knight,action,Christopher Nolan,4
Dana,23,"action, crime",Toy Story,animation,John Lasseter,5
Dana,23,"action, crime",Mad Max: Fury Road,action,George Miller,4
Dana,23,"action, crime",Forrest Gump,drama,Robert Zemeckis,3
Michael,48,"drama, fantasy",The Dark Knight,action,Christopher Nolan,2
Michael,48,"drama, fantasy",Shrek,animation,Andrew Adamson,2
Michael,48,"drama, fantasy",The Matrix,sci-fi,The Wachowskis,5
Michael,48,"drama, fantasy",The Notebook,romance,Nick Cassavetes,3
Michael,48,"drama, fantasy",Finding Nemo,animation,Andrew Stanton,3
Michael,48,"drama, fantasy",Mad Max: Fury Road,action,George Miller,4
Michael,48,"drama, fantasy",Gladiator,action,Ridley Scott,2
Jennifer,47,"romance, fantasy",Pulp Fiction,crime,Quentin Tarantino,5
Jennifer,47,"romance, fantasy",Se7en,thriller,David Fincher,2
Jennifer,47,"romance, fantasy",Pulp Fiction,crime,Quentin Tarantino,4
Jennifer,47,"romance, fantasy",The Matrix,sci-fi,The Wachowskis,1
Jennifer,47,"romance, fantasy",Toy Story,animation,John Lasseter,4
Jennifer,47,"romance, fantasy",The Dark Knight,action,Christopher Nolan,4
Scott,48,"animation, action",Forrest Gump,drama,Robert Zemeckis,1
Scott,48,"animation, action",Inception,sci-fi,Christopher Nolan,4
Scott,48,"animation, action",Parasite,drama,Bong Joon-ho,4
Scott,48,"animation, action",Se7en,thriller,David Fincher,4
Scott,48,"animation, action",Titanic,romance,James Cameron,1
Scott,48,"animation, action",Se7en,thriller,David Fincher,2
Jessica,35,"sci-fi, horror",Alien,horror,Ridley Scott,2
Jessica,35,"sci-fi, horror",Forrest Gump,drama,Robert Zemeckis,3
Jessica,35,"sci-fi, horror",Get Out,horror,Jordan Peele,4
Jessica,35,"sci-fi, horror",Joker,crime,Todd Phillips,1
Jessica,35,"sci-fi, horror",Mad Max: Fury Road,action,George Miller,1
Jessica,35,"sci-fi, horror",Inception,sci-fi,Christopher Nolan,3
Ian,56,"thriller, crime",The Matrix,sci-fi,The Wachowskis,4
Ian,56,"thriller, crime",Superbad,comedy,Greg Mottola,2
Ian,56,"thriller, crime",Joker,crime,Todd Phillips,5
Ian,56,"thriller, crime",Pulp Fiction,crime,Quentin Tarantino,3
Ian,56,"thriller, crime",Inception,sci-fi,Christopher Nolan,1
Ian,56,"thriller, crime",Superbad,comedy,Greg Mottola,3
Ian,56,"thriller, crime",The Dark Knight,action,Christopher Nolan,3
Ian,56,"thriller, crime",Titanic,romance,James Cameron,5
David,49,"fantasy, drama",The Notebook,romance,Nick Cassavetes,2
David,49,"fantasy, drama",Get Out,horror,Jordan Peele,1
David,49,"fantasy, drama",Get Out,horror,Jordan Peele,3
David,49,"fantasy, drama",Titanic,romance,James Cameron,1
Carol,48,"horror, fantasy",Pulp Fiction,crime,Quentin Tarantino,4
Carol,48,"horror, fantasy",Forrest Gump,drama,Robert Zemeckis,1
Carol,48,"horror, fantasy",Get Out,horror,Jordan Peele,4
Carol,48,"horror, fantasy",Toy Story,animation,John Lasseter,5
Carol,48,"horror, fantasy",The Dark Knight,action,Christopher Nolan,5
Sarah,59,"fantasy, animation",Finding Nemo,animation,Andrew Stanton,5
Sarah,59,"fantasy, animation",Pulp Fiction,crime,Quentin Tarantino,3
Sarah,59,"fantasy, animation",Alien,horror,Ridley Scott,3
Sarah,59,"fantasy, animation",Shrek,animation,Andrew Adamson,4
Sarah,59,"fantasy, animation",Toy Story,animation,John Lasseter,5
Sarah,59,"fantasy, animation",Alien,horror,Ridley Scott,3
Stephen,21,"crime, fantasy",Get Out,horror,Jordan Peele,3
Stephen,21,"crime, fantasy",Toy Story,animation,John Lasseter,3
Stephen,21,"crime, fantasy",Se7en,thriller,David Fincher,5
Stephen,21,"crime, fantasy",Se7en,thriller,David Fincher,3
Stephen,21,"crime, fantasy",Get Out,horror,Jordan Peele,5
Stephen,21,"crime, fantasy",John Wick,action,Chad Stahelski,1
Jeffrey,23,"animation, romance",Toy Story,animation,John Lasseter,4
Jeffrey,23,"animation, romance",Inception,sci-fi,Christopher Nolan,2
Jeffrey,23,"animation, romance",Alien,horror,Ridley Scott,4
Jeffrey,23,"animation, romance",Mad Max: Fury Road,action,George Miller,2
Jeffrey,23,"animation, romance",Inception,sci-fi,Christopher Nolan,5
Joseph,32,"romance, horror",Inception,sci-fi,Christopher Nolan,3
Joseph,32,"romance, horror",John Wick,action,Chad Stahelski,3
Joseph,32,"romance, horror",Superbad,comedy,Greg Mottola,4
Joseph,32,"romance, horror",Joker,crime,Todd Phillips,2
Joseph,32,"romance, horror",Superbad,comedy,Greg Mottola,2
Joseph,32,"romance, horror",Shrek,animation,Andrew Adamson,5
Stacy,46,"fantasy, sci-fi",Se7en,thriller,David Fincher,4
Stacy,46,"fantasy, sci-fi",Toy Story,animation,John Lasseter,2
Stacy,46,"fantasy, sci-fi",Titanic,romance,James Cameron,3
Stacy,46,"fantasy, sci-fi",Interstellar,sci-fi,Christopher Nolan,3
Stacy,46,"fantasy, sci-fi",Alien,horror,Ridley Scott,3
Stacy,46,"fantasy, sci-fi",Se7en,thriller,David Fincher,4
Stacy,46,"fantasy, sci-fi",Mad Max: Fury Road,action,George Miller,4
Stacy,46,"fantasy, sci-fi",Gladiator,action,Ridley Scott,2
Jason,21,"animation, drama",The Notebook,romance,Nick Cassavetes,4
Jason,21,"animation, drama",John Wick,action,Chad Stahelski,3
Jason,21,"animation, drama",The Notebook,romance,Nick Cassavetes,3
Jason,21,"animation, drama",Joker,crime,Todd Phillips,1
Jason,21,"animation, drama",Parasite,drama,Bong Joon-ho,1
Eric,28,"fantasy, drama",Alien,horror,Ridley Scott,3
Eric,28,"fantasy, drama",Parasite,drama,Bong Joon-ho,5
Eric,28,"fantasy, drama",Inception,sci-fi,Christopher Nolan,4
Eric,28,"fantasy, drama",Titanic,romance,James Cameron,5
Eric,28,"fantasy, drama",Mad Max: Fury Road,action,George Miller,3
Eric,28,"fantasy, drama",Get Out,horror,Jordan Peele,1
Eric,28,"fantasy, drama",Mad Max: Fury Road,action,George Miller,5
Jacob,27,"horror, sci-fi",Forrest Gump,drama,Robert Zemeckis,2
Jacob,27,"horror, sci-fi",Interstellar,sci-fi,Christopher Nolan,1
Jacob,27,"horror, sci-fi",Superbad,comedy,Greg Mottola,5
Jacob,27,"horror, sci-fi",Superbad,comedy,Greg Mottola,4
Jacob,27,"horror, sci-fi",Se7en,thriller,David Fincher,5
Jacob,27,"horror, sci-fi",The Notebook,romance,Nick Cassavetes,1
Jacob,27,"horror, sci-fi",Shrek,animation,Andrew Adamson,3
Jacob,27,"horror, sci-fi",Pulp Fiction,crime,Quentin Tarantino,5
Gregory,54,"romance, horror",John Wick,action,Chad Stahelski,3
Gregory,54,"romance, horror",Titanic,romance,James Cameron,3
Gregory,54,"romance, horror",Inception,sci-fi,Christopher Nolan,1
Gregory,54,"romance, horror",Alien,horror,Ridley Scott,3
Gregory,54,"romance, horror",Inception,sci-fi,Christopher Nolan,2
Gregory,54,"romance, horror",Pulp Fiction,crime,Quentin Tarantino,5
John,54,"comedy, horror",Toy Story,animation,John Lasseter,5
John,54,"comedy, horror",Pulp Fiction,crime,Quentin Tarantino,3
John,54,"comedy, horror",Parasite,drama,Bong Joon-ho,3
Gregg,51,"horror, sci-fi",Gladiator,action,Ridley Scott,4
Gregg,51,"horror, sci-fi",Gladiator,action,Ridley Scott,1
Gregg,51,"horror, sci-fi",Inception,sci-fi,Christopher Nolan,3
Gregg,51,"horror, sci-fi",Interstellar,sci-fi,Christopher Nolan,5
Nicole,40,"sci-fi, romance",Gladiator,action,Ridley Scott,4
Nicole,40,"sci-fi, romance",Toy Story,animation,John Lasseter,5
Nicole,40,"sci-fi, romance",Mad Max: Fury Road,action,George Miller,1
Nicole,40,"sci-fi, romance",Inception,sci-fi,Christopher Nolan,3
Nicole,40,"sci-fi, romance",The Dark Knight,action,Christopher Nolan,3
Nicole,40,"sci-fi, romance",Se7en,thriller,David Fincher,3
Stanley,61,"romance, thriller",Get Out,horror,Jordan Peele,3
Stanley,61,"romance, thriller",The Notebook,romance,Nick Cassavetes,2
Stanley,61,"romance, thriller",Titanic,romance,James Cameron,4
Stanley,61,"romance, thriller",Forrest Gump,drama,Robert Zemeckis,1
Mark,29,"fantasy, crime",Se7en,thriller,David Fincher,4
Mark,29,"fantasy, crime",Gladiator,action,Ridley Scott,5
Mark,29,"fantasy, crime",Parasite,drama,Bong Joon-ho,4
Mark,29,"fantasy, crime",Get Out,horror,Jordan Peele,2
Mark,29,"fantasy, crime",Alien,horror,Ridley Scott,1
Mark,29,"fantasy, crime",Se7en,thriller,David Fincher,3
Madison,31,"animation, crime",Interstellar,sci-fi,Christopher Nolan,3
Madison,31,"animation, crime",Parasite,drama,Bong Joon-ho,1
Madison,31,"animation, crime",Gladiator,action,Ridley Scott,1
Madison,31,"animation, crime",Se7en,thriller,David Fincher,1
Madison,31,"animation, crime",Titanic,romance,James Cameron,3
Madison,31,"animation, crime",Titanic,romance,James Cameron,3
Ryan,61,"sci-fi, horror",Finding Nemo,animation,Andrew Stanton,4
Ryan,61,"sci-fi, horror",Forrest Gump,drama,Robert Zemeckis,2
Ryan,61,"sci-fi, horror",Pulp Fiction,crime,Quentin Tarantino,4
Ryan,61,"sci-fi, horror",Toy Story,animation,John Lasseter,1
Ryan,61,"sci-fi, horror",Mad Max: Fury Road,action,George Miller,4
Ryan,61,"sci-fi, horror",Mad Max: Fury Road,action,George Miller,1
Kim,62,"crime, horror",Se7en,thriller,David Fincher,5
Kim,62,"crime, horror",Get Out,horror,Jordan Peele,5
Kim,62,"crime, horror",Mad Max: Fury Road,action,George Miller,4
Kim,62,"crime, horror",Superbad,comedy,Greg Mottola,1
Kim,62,"crime, horror",Shrek,animation,Andrew Adamson,2
Kim,62,"crime, horror",Mad Max: Fury Road,action,George Miller,4
Kim,62,"crime, horror",The Dark Knight,action,Christopher Nolan,2
Sarah,37,"fantasy, sci-fi",Se7en,thriller,David Fincher,2
Sarah,37,"fantasy, sci-fi",Superbad,comedy,Greg Mottola,4
Sarah,37,"fantasy, sci-fi",Pulp Fiction,crime,Quentin Tarantino,4
Sarah,37,"fantasy, sci-fi",Se7en,thriller,David Fincher,4
Jessica,55,"thriller, action",Mad Max: Fury Road,action,George Miller,3
Jessica,55,"thriller, action",Finding Nemo,animation,Andrew Stanton,1
Jessica,55,"thriller, action",Toy Story,animation,John Lasseter,2
Jessica,55,"thriller, action",Toy Story,animation,John Lasseter,3
Jessica,55,"thriller, action",Get Out,horror,Jordan Peele,3
Theresa,41,"animation, fantasy",The Matrix,sci-fi,The Wachowskis,5
Theresa,41,"animation, fantasy",The Matrix,sci-fi,The Wachowskis,4
Theresa,41,"animation, fantasy",Gladiator,action,Ridley Scott,2
Theresa,41,"animation, fantasy",Se7en,thriller,David Fincher,1
Kenneth,24,"action, comedy",The Matrix,sci-fi,The Wachowskis,2
Kenneth,24,"action, comedy",Titanic,romance,James Cameron,4
Kenneth,24,"action, comedy",Inception,sci-fi,Christopher Nolan,1
Kenneth,24,"action, comedy",Shrek,animation,Andrew Adamson,1
Chad,57,"romance, horror",Superbad,comedy,Greg Mottola,5
Chad,57,"romance, horror",Shrek,animation,Andrew Adamson,4
Chad,57,"romance, horror",Finding Nemo,animation,Andrew Stanton,3
Adam,46,"comedy, thriller",Mad Max: Fury Road,action,George Miller,2
Adam,46,"comedy, thriller",John Wick,action,Chad Stahelski,5
Adam,46,"comedy, thriller",Forrest Gump,drama,Robert Zemeckis,1
Adam,46,"comedy, thriller",John Wick,action,Chad Stahelski,2
Adam,46,"comedy, thriller",The Matrix,sci-fi,The Wachowskis,5
Adam,46,"comedy, thriller",Se7en,thriller,David Fincher,1
John,64,"fantasy, crime",Joker,crime,Todd Phillips,5
John,64,"fantasy, crime",Inception,sci-fi,Christopher Nolan,3
John,64,"fantasy, crime",The Notebook,romance,Nick Cassavetes,3
John,64,"fantasy, crime",Finding Nemo,animation,Andrew Stanton,4
John,64,"fantasy, crime",John Wick,action,Chad Stahelski,1
John,64,"fantasy, crime",Gladiator,action,Ridley Scott,5
Melissa,20,"fantasy, animation",The Dark Knight,action,Christopher Nolan,3
Melissa,20,"fantasy, animation",Mad Max: Fury Road,action,George Miller,1
Melissa,20,"fantasy, animation",Finding Nemo,animation,Andrew Stanton,1
Angela,30,"drama, action",Superbad,comedy,Greg Mottola,1
Angela,30,"drama, action",Joker,crime,Todd Phillips,5
Angela,30,"drama, action",Mad Max: Fury Road,action,George Miller,4
Angela,30,"drama, action",Se7en,thriller,David Fincher,1
Angela,30,"drama, action",The Dark Knight,action,Christopher Nolan,5
Angela,30,"drama, action",Se7en,thriller,David Fincher,5
Angela,30,"drama, action",The Notebook,romance,Nick Cassavetes,3
Ryan,53,"thriller, drama",Mad Max: Fury Road,action,George Miller,1
Ryan,53,"thriller, drama",Parasite,drama,Bong Joon-ho,5
Ryan,53,"thriller, drama",Inception,sci-fi,Christopher Nolan,2
Ryan,53,"thriller, drama",Mad Max: Fury Road,action,George Miller,5
Ryan,53,"thriller, drama",The Notebook,romance,Nick Cassavetes,2
Ryan,53,"thriller, drama",Shrek,animation,Andrew Adamson,2
Ryan,53,"thriller, drama",Se7en,thriller,David Fincher,2
Jasmine,22,"crime, action",Alien,horror,Ridley Scott,2
Jasmine,22,"crime, action",Alien,horror,Ridley Scott,5
Jasmine,22,"crime, action",The Dark Knight,action,Christopher Nolan,4
Aimee,35,"fantasy, animation",Pulp Fiction,crime,Quentin Tarantino,1
Aimee,35,"fantasy, animation",Toy Story,animation,John Lasseter,3
Aimee,35,"fantasy, animation",Se7en,thriller,David Fincher,1
Brian,21,"action, drama",Gladiator,action,Ridley Scott,5
Brian,21,"action, drama",The Notebook,romance,Nick Cassavetes,1
Brian,21,"action, drama",Gladiator,action,Ridley Scott,4
Brian,21,"action, drama",Titanic,romance,James Cameron,1
Brian,21,"action, drama",Se7en,thriller,David Fincher,4
Brian,21,"action, drama",Joker,crime,Todd Phillips,5
Christine,46,"thriller, crime",Forrest Gump,drama,Robert Zemeckis,3
Christine,46,"thriller, crime",Get Out,horror,Jordan Peele,2
Christine,46,"thriller, crime",Interstellar,sci-fi,Christopher Nolan,3
Christine,46,"thriller, crime",Mad Max: Fury Road,action,George Miller,2
Christine,46,"thriller, crime",Toy Story,animation,John Lasseter,3
Christine,46,"thriller, crime",John Wick,action,Chad Stahelski,3
Christine,46,"thriller, crime",Gladiator,action,Ridley Scott,2
Christine,46,"thriller, crime",Gladiator,action,Ridley Scott,2
Jason,34,"fantasy, horror",The Notebook,romance,Nick Cassavetes,2
Jason,34,"fantasy, horror",John Wick,action,Chad Stahelski,3
Jason,34,"fantasy, horror",Parasite,drama,Bong Joon-ho,2
Jason,34,"fantasy, horror",Parasite,drama,Bong Joon-ho,5
Scott,58,"fantasy, drama",Finding Nemo,animation,Andrew Stanton,5
Scott,58,"fantasy, drama",Interstellar,sci-fi,Christopher Nolan,1
Scott,58,"fantasy, drama",Finding Nemo,animation,Andrew Stanton,2
Scott,58,"fantasy, drama",Alien,horror,Ridley Scott,1
Charles,24,"sci-fi, romance",Superbad,comedy,Greg Mottola,2
Charles,24,"sci-fi, romance",Gladiator,action,Ridley Scott,4
Charles,24,"sci-fi, romance",Finding Nemo,animation,Andrew Stanton,4
Charles,24,"sci-fi, romance",Parasite,drama,Bong Joon-ho,3
Charles,24,"sci-fi, romance",Gladiator,action,Ridley Scott,5
Charles,24,"sci-fi, romance",Pulp Fiction,crime,Quentin Tarantino,3
Anne,45,"sci-fi, thriller",The Notebook,romance,Nick Cassavetes,4
Anne,45,"sci-fi, thriller",Gladiator,action,Ridley Scott,5
Anne,45,"sci-fi, thriller",The Dark Knight,action,Christopher Nolan,2
Anne,45,"sci-fi, thriller",Titanic,romance,James Cameron,1
Anne,45,"sci-fi, thriller",Finding Nemo,animation,Andrew Stanton,3
Anne,45,"sci-fi, thriller",Titanic,romance,James Cameron,4
Anne,45,"sci-fi, thriller",John Wick,action,Chad Stahelski,5
Anne,45,"sci-fi, thriller",John Wick,action,Chad Stahelski,3
Mark,64,"crime, drama",Titanic,romance,James Cameron,5
Mark,64,"crime, drama",Alien,horror,Ridley Scott,2
Mark,64,"crime, drama",Inception,sci-fi,Christopher Nolan,5
Mark,64,"crime, drama",Superbad,comedy,Greg Mottola,1
Mark,64,"crime, drama",The Matrix,sci-fi,The Wachowskis,5
Mark,64,"crime, drama",Mad Max: Fury Road,action,George Miller,1
Gavin,28,"comedy, action",Toy Story,animation,John Lasseter,3
Gavin,28,"comedy, action",Finding Nemo,animation,Andrew Stanton,1
Gavin,28,"comedy, action",The Matrix,sci-fi,The Wachowskis,4
Gavin,28,"comedy, action",Gladiator,action,Ridley Scott,5
Gavin,28,"comedy, action",Mad Max: Fury Road,action,George Miller,4
Gavin,28,"comedy, action",Get Out,horror,Jordan Peele,4
Gavin,28,"comedy, action",John Wick,action,Chad Stahelski,3
Joseph,44,"fantasy, romance",Parasite,drama,Bong Joon-ho,5
Joseph,44,"fantasy, romance",Alien,horror,Ridley Scott,3
Joseph,44,"fantasy, romance",Superbad,comedy,Greg Mottola,5
Justin,56,"thriller, action",Se7en,thriller,David Fincher,2
